source_journal_name,target_journal_name,source_count,target_count,group_total_count,confidence,reason,generated_date
Participative Journal: Jurnal Pengabdian Pada Masyarakat,Participative Journal: Jurnal Pengabdian Pada Masyarakat,7,21,28,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
PERNIK : Jurnal Pendidikan Anak Usia Dini,PERNIK JURNAL PENDIDIKAN ANAK USIA DINI,12,29,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Progress in physical geography,Progress in Physical Geography,1,40,41,high,case_only,2026-05-12
Psi Beta research journal brief reports,Psi Beta Research Journal - Brief Reports,11,30,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Pulchra Lingua A Journal of Language Study Literature & Linguistics,"Pulchra Lingua: A Journal of Language Study, Literature &amp; Linguistics",14,27,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
RENTAS Jurnal Bahasa Sastera dan Budaya,"RENTAS: Jurnal Bahasa, Sastera dan Budaya",17,24,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Revista boliviana de administración,Revista Boliviana de Administración,1,40,41,high,case_only,2026-05-12
Revista catalana de pedagogia,Revista Catalana de Pedagogia,16,25,41,high,case_only,2026-05-12
Revista científica observatorio del conocimiento,Revista Científica Observatorio del Conocimiento,1,40,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Revista Mosaicos Estudos em Governança Sustentabilidade e Inovação,"Revista Mosaicos: Estudos em Governança, Sustentabilidade e Inovação",8,33,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Revue de Primatologie,Revue de primatologie,1,40,41,high,case_only,2026-05-12
RIU,riu,2,39,41,high,case_only,2026-05-12
"SPU- Journal of Science, Technology and Management Research","SPU Journal of Science, Technology and Management Research",15,16,31,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
SPU Journal of Science Technology and Management Research,"SPU Journal of Science, Technology and Management Research",10,16,26,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
surya_teknika,Surya Teknika,5,36,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
talentos,Talentos,1,40,41,high,case_only,2026-05-12
"Tambur : Journal of Music Creation, Study and Performance",Tambur Journal of Music Creation Study and Performance,1,40,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Taqorrub: Jurnal Bimbingan Konseling dan Dakwah,Taqorrub Jurnal Bimbingan Konseling dan Dakwah,12,29,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Tasfiyah Jurnal Pemikiran Islam,Tasfiyah: Jurnal Pemikiran Islam,3,38,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
The Frontier of Education Reform and Development in China,The Frontier of Education Reform and Development in China,1,40,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
The International Journal of Materials and Engineering Technology,The international journal of materials and engineering technology,7,34,41,high,case_only,2026-05-12
The open critical care medicine journal,The Open Critical Care Medicine Journal,1,40,41,high,case_only,2026-05-12
The Psychologist: Practice & Research Journal,The Psychologist Practice & Research Journal,16,25,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
THEOSEBIA Journal of Theology Christian Religious Education and Psychospiritual,"THEOSEBIA: Journal of Theology, Christian Religious Education and Psychospiritual",18,23,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
ThymusActionsSearch in PubMedSearch in NLM CatalogAdd to Search,Thymus,16,24,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
The Thymus,Thymus,1,24,25,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
TRANSFORM Journal of Tropical Architecture and Sustainable Urban Science,TRANSFORM: Journal of Tropical Architecture and Sustainable Urban Science,13,28,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Tutkimus & kritiikki,Tutkimus &amp; kritiikki,13,28,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Uluslararası müze eğitimi dergisi,Uluslararası Müze Eğitimi Dergisi,1,40,41,high,case_only,2026-05-12
VARIANCE Journal of Statistics and Its Applications,VARIANCE: Journal of Statistics and Its Applications,15,26,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
World journal of analytical chemistry,World Journal of Analytical Chemistry,20,21,41,high,case_only,2026-05-12
Wounds,WoundsActionsSearch in PubMedSearch in NLM CatalogAdd to Search,3,38,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Ókor Folyóirat az antik kultúrákról,Ókor. Folyóirat az antik kultúrákról,4,37,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Київськи збірники історії археології мистецтва та побуту,"Київськи збірники історії, археології, мистецтва та побуту",1,40,41,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
abdimuh,AbdiMuh,4,36,40,high,case_only,2026-05-12
Academic Review of Humanities and Social Sciences,Academic review of humanities and social sciences,5,35,40,high,case_only,2026-05-12
"Acta Musei Nationalis Pragae, Series B, Historia Naturalis / Sborník Národního muzea řada B, přírodní vědy",Acta Musei Nationalis Pragae Series B Historia Naturalis / Sborník Národního muzea řada B přírodní vědy,8,32,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Ada A Journal of Gender New Media and Technology,"Ada: A Journal of Gender, New Media, and Technology",12,28,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Advances in Curriculum Design&amp;Education,Advances in Curriculum Design&Education,10,30,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Advances in Experimental Social Psychology,Advances in experimental social psychology,7,33,40,high,case_only,2026-05-12
Al-Arfa Journal of Sharia Islamic Economics and Law,"Al-Arfa: Journal of Sharia, Islamic Economics and Law",18,22,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
AL-ISHLAH Jurnal Pendidikan Islam,Al-Ishlah: Jurnal Pendidikan Islam,17,22,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
AL-ISHLAH: Jurnal Pendidikan Islam,Al-Ishlah: Jurnal Pendidikan Islam,1,22,23,high,case_only,2026-05-12
Al-Jadwa: Jurnal Studi Islam,Al-Jadwa Jurnal Studi Islam,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Al-Karim International Journal of Quranic and Islamic Studies,Al-Karim: International Journal of Quranic and Islamic Studies,17,23,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Alcohol Intoxication and Withdrawal - IIIb,Alcohol Intoxication and Withdrawal—IIIb,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Annals of disaster risk sciences,Annals of Disaster Risk Sciences,1,39,40,high,case_only,2026-05-12
Applied sciences in dentistry,Applied Sciences in Dentistry,12,28,40,high,case_only,2026-05-12
Archivos de Neurociencias (English ed ),Archivos de Neurociencias (English ed.),7,33,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Art and Design Social Science,Art and Design: Social Science,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Art History Pedagogy & Practice,Art History Pedagogy &amp; Practice,4,36,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Asian Journal of Management Entrepreneurship and Social Science,"Asian Journal of Management, Entrepreneurship and Social Science",19,21,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Assertive Islamic Counseling Journal,Assertive: Islamic Counseling Journal,18,22,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Averroes: Journal for Science and Religious Studies,Averroes Journal for Science and Religious Studies,15,25,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Az-Zahra Journal of Gender and Family Studies,Az-Zahra: Journal of Gender and Family Studies,5,35,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
BMJ Digital Health &amp; AI,BMJ Digital Health & AI,15,25,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Brazilian Journal of Respiratory Cardiovascular and Critical Care Physiotherapy,"Brazilian Journal of Respiratory, Cardiovascular and Critical Care Physiotherapy",9,31,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
British Journal of Gastroenterology,British journal of gastroenterology,5,35,40,high,case_only,2026-05-12
CALL,Call,5,35,40,high,case_only,2026-05-12
Clinical medicine reviews in oncology,Clinical Medicine Reviews in Oncology,3,37,40,high,case_only,2026-05-12
Community change,Community Change,3,37,40,high,case_only,2026-05-12
CoverAge Journal of Strategic Communication,CoverAge: Journal of Strategic Communication,3,36,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Coverage: Journal of Strategic Communication,CoverAge: Journal of Strategic Communication,1,36,37,high,case_only,2026-05-12
Current Dentistry.,Current Dentistry,3,37,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Diteksi Jurnal Pengabdian Kepada Masyarakat Fakultas Teknik,Diteksi : Jurnal Pengabdian Kepada Masyarakat Fakultas Teknik,10,30,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Ducere Revista de Investigación Educativa,Ducere. Revista de Investigación Educativa,14,26,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
E-Journal of Dubna State University A series of Science of Man and Society,"E-Journal of Dubna State University. A series of ""Science of Man and Society""",16,24,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Economic perspectives,Economic Perspectives,1,39,40,high,case_only,2026-05-12
Energy & Environmental Sustainability,Energy &amp; Environmental Sustainability,13,27,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
ENVIRO Journal of Tropical Environmental Research,ENVIRO: Journal of Tropical Environmental Research,6,34,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
European Journal of Training and Development Studies,European journal of training and development studies,11,29,40,high,case_only,2026-05-12
Farmasis,farmasis,12,28,40,high,case_only,2026-05-12
"Genre, sexualité & société",Genre sexualité & société,20,20,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Geopolitics under globalization,Geopolitics under Globalization,2,38,40,high,case_only,2026-05-12
goi,GoI,5,35,40,high,case_only,2026-05-12
Greenhouse Plant Production Journal,Greenhouse Plant Production Journal.,12,28,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Hadlonah : Jurnal Pendidikan dan Pengasuhan Anak,Hadlonah Jurnal Pendidikan dan Pengasuhan Anak,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
IEEE Lcs,IEEE LCS,1,39,40,high,case_only,2026-05-12
Inkunabula: Journal of Library Science and Islamic Information,Inkunabula Journal of Library Science and Islamic Information,15,25,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Intelligent oncology,Intelligent Oncology,1,39,40,high,case_only,2026-05-12
INTENSIF Jurnal Ilmiah Penelitian dan Penerapan Teknologi Sistem Informasi,INTENSIF: Jurnal Ilmiah Penelitian dan Penerapan Teknologi Sistem Informasi,7,33,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Interdisciplinary Journal of Humanities Media and Political Science,"Interdisciplinary Journal of Humanities, Media, and Political Science",17,23,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Interdisciplinary journal of microinflammation,Interdisciplinary Journal of Microinflammation,1,39,40,high,case_only,2026-05-12
International Journal of Academic Excellence and Research,INTERNATIONAL JOURNAL OF ACADEMIC EXCELLENCE AND RESEARCH,17,23,40,high,case_only,2026-05-12
International journal of African and Asian studies,International Journal of African and Asian Studies,12,28,40,high,case_only,2026-05-12
International Journal of Applied and Natural Sciences,International journal of applied and natural sciences,11,29,40,high,case_only,2026-05-12
International journal of cybernetics and cyber-physical systems,International Journal of Cybernetics and Cyber-Physical Systems,5,35,40,high,case_only,2026-05-12
International Journal of Hospital Pharmacy,International journal of hospital pharmacy,18,22,40,high,case_only,2026-05-12
International journal of life sciences &amp; earth sciences,International journal of life sciences & earth sciences,7,33,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International Journal of Mechanical and Civil Engineering,International journal of mechanical and civil engineering,15,25,40,high,case_only,2026-05-12
International journal of structural design and engineering,International Journal of Structural Design and Engineering,16,24,40,high,case_only,2026-05-12
International journal of sustainable water and environmental systems,International Journal of Sustainable Water and Environmental Systems,1,39,40,high,case_only,2026-05-12
International Research Journal of Obstetrics and Gynecology,International research journal of obstetrics and gynecology,17,23,40,high,case_only,2026-05-12
İnsan & toplum,İnsan & Toplum,15,25,40,high,case_only,2026-05-12
jbhl,JBHL,10,30,40,high,case_only,2026-05-12
JMMU JURNAL MAHASISWA MANAJEMEN DAN UMUM,JMMU: JURNAL MAHASISWA MANAJEMEN DAN UMUM,19,21,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Business Communication & Technology,"Journal of Business, Communication &amp; Technology",14,26,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal Of Economic Research,Journal of Economic Research,13,22,35,high,case_only,2026-05-12
Journal of economic research,Journal of Economic Research,5,22,27,high,case_only,2026-05-12
"Journal of Electrical, Electronics and Informatics",Journal of Electrical Electronics and Informatics,5,31,36,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Journal of electrical, electronics and informatics",Journal of Electrical Electronics and Informatics,4,31,35,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of emotion and psychopathology,Journal of Emotion and Psychopathology,1,39,40,high,case_only,2026-05-12
Journal of EMS medicine,Journal of EMS Medicine,2,38,40,high,case_only,2026-05-12
Journal of English Language Teaching Literature and Culture,"Journal of English Language Teaching, Literature and Culture",8,32,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Gazi University Health Sciences Institute,Journal of Gazi university health sciences institute,6,34,40,high,case_only,2026-05-12
Journal of Home & Consumer Horticulture,Journal of Home &amp; Consumer Horticulture,5,35,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal Of Industrial Engineering &amp; Technology Innovation,Journal Of Industrial Engineering & Technology Innovation,13,27,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Management & Muamalah,Journal of Management and Muamalah,5,35,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of nasopharyngeal carcinoma,Journal of Nasopharyngeal Carcinoma,2,38,40,high,case_only,2026-05-12
Journal of Physical Education Health and Sports Recreation,"Journal of Physical Education, Health and Sports Recreation",11,29,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Physical Biomedical and Biological Sciences,"Journal of Physical, Biomedical and Biological Sciences",5,35,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Postgenomics: Drug & Biomarker Development,Journal of Postgenomics Drug & Biomarker Development,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of refugee & global health,Journal of Refugee & Global Health,9,25,34,high,case_only,2026-05-12
Journal of Refugee &amp; Global Health,Journal of Refugee & Global Health,6,25,31,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of religion and demography,Journal of Religion and Demography,1,39,40,high,case_only,2026-05-12
Journal of Vocational Informatics and Computer Education,"Journal of Vocational, Informatics and Computer Education",19,21,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
JSH: Journal of Sport and Health,JSH Journal of Sport and Health,11,29,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
JTD,jtd,1,39,40,high,case_only,2026-05-12
Jurnal cakrawala maritim,Jurnal Cakrawala Maritim,5,35,40,high,case_only,2026-05-12
Jurnal I-Philanthropy A Research Journal On Management Of Zakat and Waqf,Jurnal I-Philanthropy: A Research Journal On Management Of Zakat and Waqf,15,25,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
JURNAL INFORMASI PERPAJAKAN AKUNTANSI DAN KEUANGAN PUBLIK,"JURNAL INFORMASI, PERPAJAKAN, AKUNTANSI DAN KEUANGAN PUBLIK",8,32,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Jurnal Kajian Ilmu Pendidikan, Bahasa dan Komunikasi",Jurnal Kajian Ilmu Pendidikan Bahasa dan Komunikasi,4,36,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"JURNAL KEBIDANAN, KEPERAWATAN DAN KESEHATAN (BIKES)",JURNAL KEBIDANAN KEPERAWATAN DAN KESEHATAN (BIKES),11,29,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Jurnal pembelajaran prospektif,Jurnal Pembelajaran Prospektif,18,22,40,high,case_only,2026-05-12
Jurnal SINTA Sistem Informasi dan Teknologi Komputasi,Jurnal SINTA: Sistem Informasi dan Teknologi Komputasi,5,35,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
JurnalMU Jurnal Medis Umum,JurnalMU: Jurnal Medis Umum,5,35,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
KAMASEAN Jurnal Teologi Kristen,KAMASEAN: Jurnal Teologi Kristen,13,27,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Kawalu,kawalu,1,39,40,high,case_only,2026-05-12
KYBERNAN Jurnal Ilmiah Ilmu Pemerintahan,KYBERNAN: Jurnal Ilmiah Ilmu Pemerintahan,15,25,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
LENTERA Jurnal Ilmu Dakwah dan Komunikasi,Lentera: Jurnal Ilmu Dakwah dan Komunikasi,11,25,36,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
LENTERA: Jurnal Ilmu Dakwah dan Komunikasi,Lentera: Jurnal Ilmu Dakwah dan Komunikasi,4,25,29,high,case_only,2026-05-12
MAHSEER Jurnal Ilmu-Ilmu Perairan dan Perikanan,MAHSEER: Jurnal Ilmu-Ilmu Perairan dan Perikanan,5,35,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Malewa Journal of Multidisciplinary Educational Research,Malewa: Journal of Multidisciplinary Educational Research,10,30,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Maltepe Journal of Mathematics,Maltepe journal of mathematics,9,31,40,high,case_only,2026-05-12
March,MARCH,20,20,40,high,case_only,2026-05-12
MASADIR Jurnal Hukum Islam,MASADIR: Jurnal Hukum Islam,11,29,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Matemáticas, Ingeniería y Ciencias Ambientales",Matemáticas Ingeniería y Ciencias Ambientales,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Media Bahasa Sastra dan Budaya Wahana,"Media Bahasa, Sastra, dan Budaya Wahana",6,34,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
MedmatActionsSearch in PubMedSearch in NLM CatalogAdd to Search,MedMat.,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
MetaZihin Yapay Zeka ve Zihin Felsefesi Dergisi,Metazihin: yapay zeka ve zihin felsefesi dergisi,7,33,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
MIKKI (Majalah Ilmu Keperawatan dan Kesehatan Indonesia),Mikki Majalah Ilmu Keperawatan dan Kesehatan Indonesia,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
MINDAyawan Journal of Culture and Society,Mindayawan Journal of Culture and Society,14,26,40,high,case_only,2026-05-12
Modern applications in Pharmacy &amp; Pharmacology,Modern applications in Pharmacy & Pharmacology,2,38,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Modern. Onco.,Modern.Onco,16,24,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Muzyka Iskusstvo nauka praktika,"Muzyka. Iskusstvo, nauka, praktika",1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Nephrology – Open Journal,Nephrology - Open Journal,6,34,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Neurology The American Medical Journal,Neurology - the American medical journal.,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
New Advances in Brain &amp; Critical Care,New Advances in Brain & Critical Care,15,25,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Next Generation Society Technological and Legal Issues,Next Generation Society. Technological and Legal Issues,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Offa's Dyke journal,Offa's Dyke Journal,4,36,40,high,case_only,2026-05-12
Open access animal physiology,Open Access Animal Physiology,1,39,40,high,case_only,2026-05-12
Optometry: Open Access,Optometry Open Access,18,22,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
OVUM : Journal of Midwifery and Health Sciences,OVUM Journal of Midwifery and Health Sciences,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Papers in historical phonology,Papers in Historical Phonology,1,39,40,high,case_only,2026-05-12
POJ Nursing Practice &amp; Research,POJ Nursing Practice & Research,4,36,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Pollution Engineering,Pollution engineering,19,21,40,high,case_only,2026-05-12
Preventive Oncology &amp; Epidemiology,Preventive Oncology & Epidemiology,17,23,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Progress in Behavior Modification,Progress in behavior modification,6,34,40,high,case_only,2026-05-12
Provitae Jurnal Psikologi Pendidikan,Provitae. Jurnal psikologi pendidikan,9,31,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Psychedelics,Psychedelics.,9,31,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"RACE: Revista de Administração, Contabilidade e Economia","RACE - Revista de Administração, Contabilidade e Economia",7,28,35,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
RACE - Revista de Administração Contabilidade e Economia,"RACE - Revista de Administração, Contabilidade e Economia",5,28,33,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Recherches & Rencontres,Recherches &amp; Rencontres,9,31,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
REVISTA FÍSICA NO CAMPUS,Revista Física no Campus,1,39,40,high,case_only,2026-05-12
Revista internacional de religión y espiritualidad en la sociedad,Revista Internacional de Religión y Espiritualidad en la Sociedad,4,36,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Revista UNIDA científica.,Revista unida científica,13,27,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
SAE International Journal of Transportation Cybersecurity and Privacy,SAE International journal of transportation cybersecurity and privacy,6,34,40,high,case_only,2026-05-12
sahaja,Sahaja,19,21,40,high,case_only,2026-05-12
Sains Jurnal Manajemen dan Bisnis,Sains: Jurnal Manajemen dan Bisnis,14,26,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Scientific Issues Jan Długosz University in Częstochowa Mathematics,Scientific Issues Jan Długosz University in Częstochowa. Mathematics,7,33,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Scientific Journal Care & Tech,Scientific Journal Care &amp; Tech,12,28,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
SEAJOM The Southeast Asia Journal of Midwifery,SEAJOM: The Southeast Asia Journal of Midwifery,15,25,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Signaling,signaling,16,24,40,high,case_only,2026-05-12
Soumatera Law Review,Soumatera law review,20,20,40,high,case_only,2026-05-12
Sri JNPG college revelation a journal of popular science,SRI JNPG COLLEGE REVELATION A JOURNAL OF POPULAR SCIENCE,13,27,40,high,case_only,2026-05-12
Standardization: Journal of Research and Innovation,Standardization Journal of Research and Innovation,1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Studia Ekonomiczne Prawne i Administracyjne,"Studia Ekonomiczne, Prawne i Administracyjne",9,31,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Talent & Technology,Talent &amp; Technology,13,27,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Telangke Jurnal Telangke Ilmu Komunikasi,Telangke:Jurnal Telangke Ilmu Komunikasi,6,34,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Tempo da Ciência,Tempo da ciência,17,23,40,high,case_only,2026-05-12
TESOL and technology studies,TESOL and Technology Studies,1,39,40,high,case_only,2026-05-12
The 3rd Annual International Conferences on Language Literature and Media,"The 3rd Annual International Conferences on Language, Literature, and Media",1,39,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"The Annals of “Dunarea de Jos” University of Galati. Fascicle III, Electrotechnics, Electronics, Automatic Control and Informatics",The Annals of “Dunarea de Jos” University of Galati Fascicle III Electrotechnics Electronics Automatic Control and Informatics,19,21,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Theijsshi,theijsshi,19,19,38,high,case_only,2026-05-12
TheIJSSHI,theijsshi,2,19,21,high,case_only,2026-05-12
Toxicology Current Research,Toxicology: Current Research,18,22,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
UKH journal of social sciences,UKH Journal of Social Sciences,1,39,40,high,case_only,2026-05-12
Versalia Revue de la Société des Amis de Versailles,Versalia. Revue de la Société des Amis de Versailles,14,26,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
World Journal of Yoga Physical Therapy and Rehabilitation,"World Journal of Yoga, Physical Therapy and Rehabilitation",11,27,38,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"World journal of yoga, physical therapy and rehabilitation","World Journal of Yoga, Physical Therapy and Rehabilitation",2,27,29,high,case_only,2026-05-12
WoS,WOS,4,36,40,high,case_only,2026-05-12
Доклады Российской академии наук Физика технические науки / Doklady Physics,"Доклады Российской академии наук. Физика, технические науки / Doklady Physics",12,28,40,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Adalya,ADALYA,6,33,39,high,case_only,2026-05-12
ADL ISLAMIC ECONOMIC : Jurnal Kajian Ekonomi Islam,ADL ISLAMIC ECONOMIC Jurnal Kajian Ekonomi Islam,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
AFFRIKA Journal of Politics Economics and Society,"AFFRIKA Journal of Politics, Economics and Society",18,21,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Afshaha: Jurnal Bahasa dan Sastra Arab,Afshaha Jurnal Bahasa dan Sastra Arab,19,20,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Al Barakat: Jurnal Kajian Hukum Ekonomi syariah,Al Barakat - Jurnal Kajian Hukum Ekonomi syariah,10,29,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Al Huwiyah Journal of Woman and Children Studies,Al Huwiyah: Journal of Woman and Children Studies,5,34,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Al Iqtishod Jurnal Pemikiran dan Penelitian Ekonomi Islam,Al Iqtishod: Jurnal Pemikiran dan Penelitian Ekonomi Islam,8,31,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
AMCA Journal of Science and Technology,AMCA Journal of Science & Technology,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Annals of anesthesiology and critical care,Annals of Anesthesiology and Critical Care,1,38,39,high,case_only,2026-05-12
Araştırma ve Deneyim Dergisi,Araştırma ve deneyim dergisi,8,31,39,high,case_only,2026-05-12
ASDIWAL Revue genevoise d anthropologie et d histoire des religions,ASDIWAL: Revue genevoise d?anthropologie et d?histoire des religions,15,24,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Asian Journal of Medicine & Health Sciences,Asian Journal of Medicine &amp; Health Sciences,10,29,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
At-Tasyrih: jurnal pendidikan dan hukum Islam,At-Tasyrih jurnal pendidikan dan hukum Islam,1,38,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
AURA Revista de Historia y Teoría del Arte,Aura: Revista de Historia y Teoría del Arte,7,32,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Baitul Hikmah Jurnal Ilmiah Keislaman,Baitul Hikmah: Jurnal Ilmiah Keislaman,18,21,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Beta Jurnal Tadris Matematika,Beta: Jurnal Tadris Matematika,14,25,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
BHUVANA: Journal of Global Studies,BHUVANA Journal of Global Studies,17,22,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
